season,week,away_team,home_team,closing_spread_home,model_spread,raw_edge,norm_edge,bet_side,won
2018,5,MIA,CIN,6.0,1.1082397043591168,-4.891760295640883,-0.698822899377269,MIA -6.0,False
2020,3,DAL,SEA,5.5,0.5969987270837948,-4.903001272916205,-0.7004287532737435,DAL -5.5,False
2020,5,MIN,SEA,6.5,1.5847822816104589,-4.915217718389541,-0.7021739597699345,MIN -6.5,False
2018,13,SF,SEA,10.0,2.9778253149722542,-7.022174685027746,-0.7022174685027747,SF -10.0,False
2022,2,ARI,LV,5.5,0.5815998092362267,-4.918400190763773,-0.702628598680539,ARI -5.5,True
2019,12,TB,ATL,3.5,-1.4206988506696567,-4.920698850669657,-0.7029569786670938,TB -3.5,True
2020,3,GB,NO,3.5,-1.465307748988002,-4.9653077489880015,-0.7093296784268573,GB -3.5,True
2021,1,BAL,LV,-3.0,-8.000924029137638,-5.000924029137638,-0.714417718448234,BAL +3.0,False
2022,18,LA,SEA,5.5,0.4635347742672921,-5.036465225732708,-0.7194950322475296,LA -5.5,False
2021,10,NO,TEN,3.0,-2.042074281103855,-5.042074281103854,-0.7202963258719792,NO -3.0,False
2022,17,LA,LAC,6.5,1.4340001054517677,-5.0659998945482325,-0.7237142706497475,LA -6.5,False
2020,15,HOU,IND,7.5,2.055186483081477,-5.444813516918523,-0.7259751355891364,HOU -7.5,False
2019,16,LA,SF,7.0,1.911679490288983,-5.088320509711017,-0.7269029299587167,LA -7.0,False
2020,3,DET,ARI,4.5,-0.5887708149061379,-5.0887708149061375,-0.7269672592723053,DET -4.5,True
2024,10,NE,CHI,6.5,1.4096551962730342,-5.090344803726966,-0.727192114818138,NE -6.5,True
2022,5,SEA,NO,5.5,0.399048363193543,-5.100951636806457,-0.7287073766866367,SEA -5.5,False
2018,10,DAL,PHI,7.5,2.029898385529745,-5.470101614470255,-0.7293468819293673,DAL -7.5,True
2022,1,BAL,NYJ,-6.5,-11.607555251818347,-5.107555251818347,-0.7296507502597639,BAL +6.5,True
2021,7,PHI,LV,1.0,-4.118191405957711,-5.118191405957711,-0.7311702008511016,PHI -1.0,False
2021,17,LV,IND,8.5,2.280538652182673,-6.219461347817327,-0.7317013350373326,LV -8.5,True
2021,14,JAX,TEN,8.5,2.2696497530445456,-6.230350246955455,-0.7329823819947594,JAX -8.5,False
2023,9,BUF,CIN,1.5,-3.648550679925784,-5.148550679925783,-0.7355072399893976,BUF -1.5,False
2023,16,GB,CAR,-3.5,-8.652972569804723,-5.152972569804723,-0.7361389385435319,GB +3.5,True
2018,3,LAC,LA,7.5,1.976047534011241,-5.523952465988759,-0.7365269954651679,LAC -7.5,False
2019,3,BAL,KC,4.5,-0.6767576661800094,-5.176757666180009,-0.739536809454287,BAL -4.5,False
2020,10,HOU,CLE,4.5,-0.680026695533067,-5.180026695533067,-0.740003813647581,HOU -4.5,False
2018,11,GB,SEA,3.0,-2.1844806913073525,-5.1844806913073525,-0.7406400987581933,GB -3.0,False
2024,12,SF,GB,6.5,1.294821904543997,-5.205178095456003,-0.743596870779429,SF -6.5,False
2022,1,PIT,CIN,7.5,1.9198759482973096,-5.580124051702691,-0.7440165402270255,PIT -7.5,True
2022,7,CHI,NE,9.5,2.4305482511403413,-7.069451748859659,-0.7441528156694378,CHI -9.5,True
2019,12,DAL,NE,5.5,0.2908545358949567,-5.209145464105044,-0.744163637729292,DAL -5.5,False
2024,5,TB,ATL,2.5,-2.738834797577155,-5.238834797577155,-0.7484049710824507,TB -2.5,False
2021,3,CHI,CLE,7.5,1.8847785135151327,-5.6152214864848675,-0.7486961981979824,CHI -7.5,False
2018,5,DAL,HOU,3.5,-1.7448055384476626,-5.244805538447663,-0.7492579340639518,DAL -3.5,False
2018,4,BAL,PIT,3.0,-2.3391669368969987,-5.339166936896999,-0.7627381338424284,BAL -3.0,True
2018,1,SF,MIN,6.0,0.6607479578315469,-5.339252042168453,-0.7627502917383504,SF -6.0,False
2020,14,DEN,CAR,4.0,-1.3422711601196549,-5.342271160119655,-0.7631815943028079,DEN -4.0,True
2022,6,BAL,NYG,-5.5,-10.866708122521798,-5.366708122521798,-0.7666725889316854,BAL +5.5,False
2021,2,MIN,ARI,4.0,-1.383293531494198,-5.383293531494198,-0.7690419330705998,MIN -4.0,False
2018,6,LAC,CLE,1.0,-4.4028663016052425,-5.4028663016052425,-0.7718380430864632,LAC -1.0,True
2019,1,KC,JAX,-3.5,-8.918740916195041,-5.418740916195041,-0.7741058451707202,KC +3.5,True
2018,15,ARI,ATL,10.0,2.236123513493479,-7.763876486506521,-0.7763876486506521,ARI -10.0,False
2020,6,HOU,TEN,4.0,-1.4487694870461496,-5.44876948704615,-0.7783956410065928,HOU -4.0,False
2024,3,NE,NYJ,6.5,1.0210062296087945,-5.478993770391206,-0.7827133957701723,NE -6.5,False
2018,6,KC,NE,4.0,-1.486688248136564,-5.486688248136564,-0.783812606876652,KC -4.0,False
2023,15,LAC,LV,3.0,-2.5002429305628064,-5.500242930562806,-0.7857489900804009,LAC -3.0,False
2018,4,SF,LAC,10.0,2.06252444861642,-7.93747555138358,-0.7937475551383579,SF -10.0,False
2024,1,DEN,SEA,6.5,0.9189201923604864,-5.581079807639513,-0.7972971153770734,DEN -6.5,False
2018,2,MIA,NYJ,3.0,-2.5812750570665792,-5.581275057066579,-0.7973250081523684,MIA -3.0,True
2018,5,NYG,CAR,7.0,1.3766179693805811,-5.623382030619419,-0.8033402900884885,NYG -7.0,False
2020,14,BAL,CLE,-3.0,-8.636278986333735,-5.6362789863337355,-0.8051827123333908,BAL +3.0,True
2020,16,CIN,HOU,7.5,1.3824037804642126,-6.117596219535788,-0.815679495938105,CIN -7.5,True
2019,8,LAC,CHI,3.5,-2.2188194506293213,-5.718819450629321,-0.8169742072327602,LAC -3.5,True
2021,17,DET,SEA,8.5,1.5436728142904723,-6.956327185709528,-0.8183914336128856,DET -8.5,False
2019,8,DEN,IND,6.0,0.2702380161959959,-5.729761983804004,-0.8185374262577149,DEN -6.0,False
2019,9,DET,OAK,2.5,-3.26026656113182,-5.76026656113182,-0.8228952230188314,DET -2.5,False
2019,7,ARI,NYG,3.5,-2.2841842841479347,-5.784184284147935,-0.8263120405925621,ARI -3.5,True
2018,15,DAL,IND,3.0,-2.788115578084432,-5.788115578084431,-0.8268736540120616,DAL -3.0,False
2023,15,BAL,JAX,-4.0,-9.796098379820624,-5.796098379820624,-0.8280140542600891,BAL +4.0,True
2018,11,PHI,NO,7.0,1.164846434944137,-5.8351535650558635,-0.8335933664365519,PHI -7.0,False
2018,2,SEA,CHI,5.0,-0.8377841100886032,-5.837784110088603,-0.8339691585840862,SEA -5.0,False
2020,11,GB,IND,1.5,-4.34967162482807,-5.84967162482807,-0.8356673749754385,GB -1.5,False
2022,15,BAL,CLE,2.5,-3.377637594283454,-5.8776375942834544,-0.839662513469065,BAL -2.5,False
2021,1,MIA,NE,3.5,-2.3873756459396374,-5.887375645939637,-0.8410536637056625,MIA -3.5,True
2018,12,GB,MIN,4.0,-1.8906898218470745,-5.890689821847074,-0.8415271174067248,GB -4.0,False
2019,16,GB,MIN,4.0,-1.8906898218470745,-5.890689821847074,-0.8415271174067248,GB -4.0,True
2018,3,NO,ATL,1.5,-4.392600337715969,-5.892600337715969,-0.8418000482451384,NO -1.5,True
2022,17,ARI,ATL,7.0,1.094506938702643,-5.905493061297357,-0.8436418658996224,ARI -7.0,False
2022,3,BAL,NE,-2.5,-8.428072978767185,-5.928072978767185,-0.8468675683953121,BAL +2.5,True
2020,13,BUF,SF,1.5,-4.458893095101197,-5.958893095101197,-0.8512704421573138,BUF -1.5,True
2018,3,TEN,JAX,10.0,1.4502046682194063,-8.549795331780594,-0.8549795331780594,TEN -10.0,True
2023,12,TB,IND,2.5,-3.51372982338257,-6.01372982338257,-0.8591042604832243,TB -2.5,False
2020,5,BUF,TEN,-3.0,-9.028787834848028,-6.028787834848028,-0.8612554049782898,BUF +3.0,False
2022,9,BAL,NO,-1.0,-7.039898392859158,-6.039898392859158,-0.8628426275513082,BAL +1.0,True
2019,15,BUF,PIT,1.0,-5.067066897469225,-6.067066897469225,-0.8667238424956035,BUF -1.0,True
2018,8,BAL,CAR,-2.5,-8.592674201548029,-6.092674201548029,-0.8703820287925755,BAL +2.5,False
2022,16,GB,MIA,3.5,-2.6107299988656902,-6.11072999886569,-0.8729614284093843,GB -3.5,True
2019,14,CIN,CLE,6.5,0.3793279810473414,-6.120672018952659,-0.874381716993237,CIN -6.5,False
2018,12,MIA,IND,9.0,1.124284341302756,-7.875715658697244,-0.875079517633027,MIA -9.0,False
2022,7,DET,DAL,7.0,0.8688504366782146,-6.131149563321785,-0.8758785090459693,DET -7.0,False
2019,10,DET,CHI,6.0,-0.169508403311699,-6.169508403311699,-0.8813583433302428,DET -6.0,False
2018,1,BUF,BAL,7.5,0.8884052859892271,-6.6115947140107725,-0.881545961868103,BUF -7.5,False
2018,2,KC,PIT,4.5,-1.6767631266655458,-6.176763126665546,-0.8823947323807922,KC -4.5,True
2018,2,BAL,CIN,1.0,-5.244106809291044,-6.244106809291044,-0.8920152584701492,BAL -1.0,False
2018,7,HOU,JAX,4.0,-2.2727729182882523,-6.272772918288252,-0.8961104168983217,HOU -4.0,True
2018,16,GB,NYJ,-3.0,-9.275154394844916,-6.275154394844916,-0.8964506278349881,GB +3.0,True
2024,2,BUF,MIA,2.5,-3.7858902387580176,-6.285890238758018,-0.897984319822574,BUF -2.5,True
2022,12,BAL,JAX,-3.5,-9.796098379820624,-6.296098379820624,-0.8994426256886605,BAL +3.5,False
2018,16,BAL,LAC,4.0,-2.354839533657754,-6.354839533657755,-0.9078342190939649,BAL -4.0,True
2021,17,MIA,TEN,3.0,-3.3643244450192697,-6.364324445019269,-0.9091892064313242,MIA -3.0,False
2022,16,DET,CAR,-2.5,-8.891760666505162,-6.391760666505162,-0.9131086666435946,DET +2.5,False
2018,4,BUF,GB,8.5,0.7034129111784087,-7.796587088821592,-0.9172455398613637,BUF -8.5,False
2021,15,SEA,LA,7.5,0.5650538890447131,-6.934946110955287,-0.9246594814607049,SEA -7.5,False
2023,2,GB,ATL,3.0,-3.496480214931612,-6.496480214931612,-0.9280686021330874,GB -3.0,False
2021,18,SEA,ARI,5.5,-1.0895026620339194,-6.58950266203392,-0.9413575231477028,SEA -5.5,True
2022,3,DET,MIN,6.5,-0.1189331178484492,-6.618933117848449,-0.9455618739783499,DET -6.5,False
2020,9,MIA,ARI,6.0,-0.663253354475582,-6.663253354475582,-0.9518933363536546,MIA -6.0,True
2023,4,BAL,CLE,-2.0,-8.704705710471666,-6.704705710471666,-0.9578151014959523,BAL +2.0,True
2022,17,IND,NYG,5.5,-1.2154216541533296,-6.71542165415333,-0.9593459505933328,IND -5.5,False
2019,7,BAL,SEA,3.0,-3.7358748741984726,-6.735874874198473,-0.9622678391712104,BAL -3.0,True
2020,9,BAL,IND,1.0,-5.90106580771919,-6.90106580771919,-0.9858665439598843,BAL -1.0,True
2024,9,DAL,ATL,3.0,-3.909991214566921,-6.9099912145669204,-0.9871416020809887,DAL -3.0,False
2022,12,GB,PHI,6.5,-0.4527652892180719,-6.952765289218072,-0.9932521841740103,GB -6.5,False
2020,11,PHI,CLE,2.5,-4.454730619510475,-6.954730619510475,-0.9935329456443537,PHI -2.5,False
2018,15,WAS,JAX,7.5,0.0323881896691993,-7.4676118103308005,-0.9956815747107733,WAS -7.5,True
2020,6,CIN,IND,7.5,0.0022919662761221,-7.497708033723878,-0.9996944044965171,CIN -7.5,False
2020,5,PHI,PIT,7.5,-0.0505455770930336,-7.550545577093033,-1.0067394102790712,PHI -7.5,False
2021,5,DET,MIN,10.0,-0.1189331178484492,-10.11893311784845,-1.011893311784845,DET -10.0,False
2024,7,NE,JAX,6.5,-0.5861437690880168,-7.086143769088017,-1.0123062527268596,NE -6.5,False
2018,16,CIN,CLE,10.0,-0.1730200225824227,-10.173020022582422,-1.0173020022582422,CIN -10.0,False
2018,14,BAL,KC,6.5,-0.6767576661800094,-7.176757666180009,-1.0252510951685727,BAL -6.5,False
2018,10,DET,CHI,7.5,-0.3370522629608217,-7.837052262960822,-1.0449403017281096,DET -7.5,False
2024,15,DAL,CAR,2.5,-4.832405969858154,-7.332405969858154,-1.0474865671225935,DAL -2.5,True
2018,9,GB,NE,5.0,-2.4906248824961903,-7.49062488249619,-1.0700892689280272,GB -5.0,False
2023,2,BAL,CIN,3.5,-4.024784622924575,-7.524784622924575,-1.074969231846368,BAL -3.5,True
2020,4,PHI,SF,8.5,-0.6535786712767306,-9.15357867127673,-1.0768916083854976,PHI -8.5,True
2019,6,NO,JAX,2.5,-5.072905845898228,-7.572905845898228,-1.0818436922711754,NO -2.5,True
2018,8,GB,LA,7.5,-0.7059709678261303,-8.205970967826131,-1.0941294623768174,GB -7.5,False
2023,3,HOU,JAX,7.5,-0.7129987983795649,-8.212998798379566,-1.0950665064506089,HOU -7.5,True
2024,6,BUF,NYJ,-1.0,-8.690408403642264,-7.690408403642264,-1.0986297719488949,BUF +1.0,True
2023,16,BAL,SF,6.5,-1.2058166932724028,-7.705816693272403,-1.1008309561817717,BAL -6.5,True
2022,12,CHI,NYJ,8.5,-0.8987022847837197,-9.39870228478372,-1.1057296805627905,CHI -8.5,False
2022,5,DET,NE,3.0,-4.76735836181878,-7.76735836181878,-1.1096226231169686,DET -3.0,False
2024,5,BUF,HOU,1.0,-6.828292487371533,-7.828292487371533,-1.1183274981959332,BUF -1.0,False
2018,12,SEA,CAR,3.0,-4.871153183298113,-7.871153183298113,-1.1244504547568732,SEA -3.0,True
2021,8,PIT,CLE,5.5,-2.5256118913467045,-8.025611891346704,-1.1465159844781005,PIT -5.5,True
2022,3,PIT,CLE,4.5,-3.637739104767021,-8.137739104767022,-1.1625341578238602,PIT -4.5,False
2019,7,LAC,TEN,3.0,-5.171609093118326,-8.171609093118326,-1.1673727275883323,LAC -3.0,False
2018,9,TB,CAR,6.0,-2.2288772247780484,-8.22887722477805,-1.175553889254007,TB -6.0,False
2021,5,SF,ARI,6.0,-2.286586705028955,-8.286586705028956,-1.1837981007184222,SF -6.0,False
2020,16,SF,ARI,6.0,-2.286586705028955,-8.286586705028956,-1.1837981007184222,SF -6.0,True
2021,4,DET,CHI,3.0,-5.319333461888386,-8.319333461888386,-1.188476208841198,DET -3.0,False
2022,10,DET,CHI,3.0,-5.319333461888386,-8.319333461888386,-1.188476208841198,DET -3.0,True
2023,1,BUF,NYJ,-2.5,-10.825314634737245,-8.325314634737245,-1.1893306621053206,BUF +2.5,False
2019,1,GB,CHI,3.5,-4.900837952466692,-8.400837952466691,-1.2001197074952417,GB -3.5,True
2018,11,DAL,ATL,3.5,-4.95500181938356,-8.455001819383561,-1.2078574027690803,DAL -3.5,True
2019,13,BUF,DAL,6.5,-2.0780665072127387,-8.578066507212739,-1.2254380724589626,BUF -6.5,True
2019,2,BUF,NYG,-1.0,-9.607412083878376,-8.607412083878376,-1.229630297696911,BUF +1.0,True
2023,13,CIN,JAX,10.0,-2.336015459626484,-12.336015459626484,-1.2336015459626484,CIN -10.0,True
2018,1,DAL,CAR,2.5,-6.152727607285056,-8.652727607285055,-1.236103943897865,DAL -2.5,False
2021,18,CIN,CLE,6.5,-2.1584158937257985,-8.658415893725799,-1.2369165562465427,CIN -6.5,False
2021,10,DET,PIT,9.0,-2.150714216901156,-11.150714216901155,-1.2389682463223506,DET -9.0,False
2020,2,CIN,CLE,6.0,-2.7329212123384217,-8.732921212338422,-1.2475601731912032,CIN -6.0,False
2022,15,PIT,CAR,2.5,-6.270250982173024,-8.770250982173025,-1.2528929974532892,PIT -2.5,True
2021,4,BAL,DEN,1.0,-7.812458046802217,-8.812458046802217,-1.2589225781146023,BAL -1.0,True
2019,16,DET,DEN,9.5,-2.532910358313272,-12.032910358313272,-1.2666221429803444,DET -9.5,False
2021,14,BAL,CLE,3.0,-5.881255205120893,-8.881255205120894,-1.268750743588699,BAL -3.0,False
2021,1,PHI,ATL,3.5,-5.405142797485899,-8.9051427974859,-1.2721632567836998,PHI -3.5,True
2021,16,BUF,NE,1.0,-8.051839035768394,-9.051839035768394,-1.2931198622526276,BUF -1.0,True
2019,2,TB,CAR,6.5,-2.618424638571151,-9.11842463857115,-1.30263209122445,TB -6.5,True
2020,15,PHI,ARI,6.5,-2.8212180641232,-9.321218064123201,-1.3316025805890288,PHI -6.5,False
2020,10,BUF,ARI,3.0,-6.327716744304337,-9.327716744304336,-1.332530963472048,BUF -3.0,False
2024,4,DEN,NYJ,7.5,-2.5873485492986057,-10.087348549298605,-1.3449798065731473,DEN -7.5,True
2020,15,DET,TEN,9.5,-3.2898419054498254,-12.789841905449826,-1.346299147942087,DET -9.5,False
2018,13,BUF,MIA,3.5,-5.990466426599928,-9.490466426599928,-1.3557809180857041,BUF -3.5,False
2024,3,GB,TEN,3.0,-6.721825426802509,-9.721825426802509,-1.3888322038289298,GB -3.0,True
2022,15,DET,NYJ,2.0,-7.87839769084629,-9.87839769084629,-1.4111996701208986,DET -2.0,True
2021,16,BAL,CIN,7.5,-3.132691876194492,-10.632691876194492,-1.4176922501592657,BAL -7.5,False
2021,8,GB,ARI,6.5,-3.612477859523927,-10.112477859523928,-1.444639694217704,GB -6.5,True
2022,11,DET,NYG,3.0,-7.543557235632055,-10.543557235632054,-1.5062224622331506,DET -3.0,True
2019,16,BUF,NE,7.0,-3.66578512238852,-10.66578512238852,-1.5236835889126457,BUF -7.0,False
2019,10,BUF,CLE,3.0,-7.733519844395951,-10.73351984439595,-1.53335997777085,BUF -3.0,False
2021,16,DET,ATL,7.5,-4.008327732176883,-11.508327732176884,-1.5344436976235845,DET -7.5,False
2021,5,PHI,CAR,2.5,-8.332178930214981,-10.832178930214981,-1.5474541328878544,PHI -2.5,True
2018,15,GB,CHI,6.0,-4.900837952466692,-10.900837952466691,-1.5572625646380989,GB -6.0,False
2018,13,BAL,ATL,2.5,-9.287875420665827,-11.787875420665827,-1.683982202952261,BAL -2.5,True
2019,5,BUF,TEN,3.5,-8.635883229486263,-12.135883229486263,-1.7336976042123233,BUF -3.5,True
2022,18,TB,ATL,6.0,-6.2145010955971225,-12.214501095597122,-1.744928727942446,TB -6.0,False
2018,17,DAL,NYG,7.5,-5.6507724255949,-13.1507724255949,-1.7534363234126533,DAL -7.5,True
2019,1,BUF,NYJ,2.5,-10.450314634737245,-12.950314634737245,-1.8500449478196064,BUF -2.5,True
2018,7,BUF,IND,7.0,-6.218230037428916,-13.218230037428917,-1.8883185767755595,BUF -7.0,False
2018,10,BUF,NYJ,6.5,-9.703961849591357,-16.20396184959136,-2.3148516927987655,BUF -6.5,True
